participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,correctMouseResp,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,v,1,2.295,,,,,,,,,0.795,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,0,7,7,2,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,c,0,2.201,,,,,,,,,0.901,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,0,8,8,1,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,b,1,2.73,,,,,,,,,1.23,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,,1,0,9,4,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,v,1,1.772,,,,,,,,,0.672,,,,,,,,,1.1,images/target_square.jpg,,,,,,,,1,1,10,5,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,v,1,2.399,,,,,,,,,1.099,,,,,,,,,1.3,images/target_square.jpg,,,,,,,,1,2,11,8,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,c,1,2.093,,,,,,,,,0.993,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,,1,3,12,0,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,c,1,2.082,,,,,,,,,0.582,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,,1,4,13,6,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,v,1,2.389,,,,,,,,,0.889,,,,,,,,,1.5,images/target_square.jpg,,,,,,,,1,5,14,2,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,b,1,1.985,,,,,,,,,0.685,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,,1,6,15,1,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,c,1,1.931,,,,,,,,,0.631,,,,,,,,,1.3,images/target_cross.jpg,,,,,,,,1,7,16,3,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,b,1,1.981,,,,,,,,,0.881,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,,1,8,17,7,1
,001,2023-11-16_17h43.29.010,choiceRTT,2023.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
