keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran,keyResp.rt
b,1,,,,,,,,,1.277,,,,,,,1.5,images/target_plus.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,0,8,8,4,1,2.777
c,1,,,,,,,,,1.482,,,,,,,1.3,images/target_cross.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,0,9,3,1,2.782
v,1,,,,,,,,,3.138,,,,,,,1.5,images/target_square.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,1,10,2,1,4.638
b,1,,,,,,,,,1.336,,,,,,,1.3,images/target_plus.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,2,11,1,1,2.636
v,1,,,,,,,,,0.744,,,,,,,1.1,images/target_square.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,3,12,5,1,1.844
b,1,,,,,,,,,0.914,,,,,,,1.1,images/target_plus.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,4,13,7,1,2.014
c,1,,,,,,,,,0.412,,,,,,,1.5,images/target_cross.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,5,14,6,1,1.912
v,1,,,,,,,,,0.7,,,,,,,1.3,images/target_square.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,6,15,8,1,2
c,1,,,,,,,,,0.609,,,,,,,1.1,images/target_cross.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,7,16,0,1,1.709
b,1,,,,,,,,,0.494,,,,,,,1.5,images/target_plus.jpg,,001,2022-08-03_12h01.01.590,choiceRTT,2021.2.3,MacIntel,55.55555556,,,,,,,1,8,17,4,1,1.994
