response.keys,response.corr,response.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mouseResp.clicked_name,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,,0.074438477,0.056206055,1,0,0,,,,,,,1.4444,0.125,b,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,10,1,39
,0,,-0.120205078,-0.036689453,1,0,0,,,,,,,2.5554,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,29,1,39
,0,,0.397973633,-0.066376953,1,0,0,,,,,,,2.7776,0.375,n,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,35,1,39
,0,,0.115219727,-0.013569336,1,0,0,,,,,,,2.5554,0.125,b,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,30,1,39
,0,,-0.360751953,0.020620117,1,0,0,,,,,,,2.111,-0.375,c,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,20,1,39
,0,,-0.389790039,-0.012714844,1,0,0,,,,,,,2.5554,-0.375,c,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,28,1,39
,0,,-0.104589844,0.011650391,1,0,0,,,,,,,2.3332,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,25,1,39
,0,,-0.127944336,-0.001171875,1,0,0,,,,,,,1.2222,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,5,1,39
,0,,-0.144194336,0.009379883,1,0,0,,,,,,,1.4444,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,9,1,39
,0,,0.359453125,-0.023984375,1,0,0,,,,,,,1.8888,0.375,n,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,19,1,39
,0,,-0.358232422,-0.009238281,1,0,0,,,,,,,1.2222,-0.375,c,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,4,1,39
,0,,0.385234375,-0.001044922,1,0,0,,,,,,,2.3332,0.375,n,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,27,1,39
,0,,0.057783203,0.017138672,1,0,0,,,,,,,1.2222,0.125,b,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,6,1,39
,0,,-0.349545898,-0.00390625,1,0,0,,,,,,,1.6666,-0.375,c,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,12,1,39
,0,,-0.027929688,-0.001342773,1,0,0,,,,,,,2.9998,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,37,1,39
,0,,-0.062758789,0.002216797,1,0,0,,,,,,,1,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,1,1,39
,0,,0.095561523,-0.005219727,1,0,0,,,,,,,1.6666,0.125,b,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,14,1,39
,0,,-0.193203125,-0.00953125,1,0,0,,,,,,,1.6666,-0.125,v,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,13,1,39
,0,,0.039541016,-0.022807617,1,0,0,,,,,,,1,0.125,b,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,2,1,39
,0,,-0.318798828,0.00074707,1,0,0,,,,,,,2.3332,-0.375,c,7,001,2020-11-09_14h42.08.490,choiceRTT,3.1.3,60,targImage,1,0,40,24,1,39
