keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran,keyResp.rt
,0,-0.01759258,-0.239814826,1,0,0,2.2257,square_button,0,0.9257,,,,,,,1.3,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,2,2,3,1,
,0,-0.01759258,-0.239814826,1,0,0,2.2258,square_button,0,0.7258,,,,,,,1.5,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,3,3,6,1,
,0,0.269444462,-0.233333401,1,0,0,2.0262,plus_button,1,0.9262,,,,,,,1.1,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,4,4,7,1,
,0,0.276851869,-0.239814826,1,0,0,2.1248,plus_button,1,0.8248,,,,,,,1.3,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,5,5,1,1,
,0,0.278703721,-0.282407419,1,0,0,3.1884,plus_button,1,1.6884,,,,,,,1.5,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,6,6,4,1,
,0,-0.185185175,-0.255555567,1,0,0,2.8358,cross_button,0,1.5358,,,,,,,1.3,images/target_square.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,7,7,8,1,
,0,-0.016666597,-0.233333401,1,0,0,2.5906,square_button,0,1.4906,,,,,,,1.1,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,0,8,8,0,1,
,0,0.225000017,-0.197222233,1,0,0,2.6373,plus_button,1,1.1373,,,,,,,1.5,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,0,9,4,1,
,0,-0.31388888,-0.230555566,1,0,0,2.5912,cross_button,0,1.0912,,,,,,,1.5,images/target_square.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,1,10,2,1,
,0,-0.072222154,-0.23796303,1,0,0,2.7372,square_button,0,1.6372,,,,,,,1.1,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,2,11,0,1,
,0,0.215740757,-0.241666678,1,0,0,2.59,plus_button,1,1.49,,,,,,,1.1,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,3,12,7,1,
,0,-0.232407398,-0.212962974,1,0,0,2.556,cross_button,0,1.256,,,,,,,1.3,images/target_square.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,4,13,8,1,
,0,0.01666668,-0.292592604,1,0,0,2.9689,square_button,0,1.6689,,,,,,,1.3,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,5,14,3,1,
,0,0.237037054,-0.312037106,1,0,0,2.6242,plus_button,1,1.3242,,,,,,,1.3,images/target_plus.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,6,15,1,1,
v,0,,,,,,,,,3.5716,,,,,,,1.5,images/target_cross.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,7,16,6,1,5.0716
c,0,,,,,,,,,1.3045,,,,,,,1.1,images/target_square.jpg,,001,2022-03-19_13h22.32.679,choiceRTT,2021.2.3,Win32,30.49617273,,,,,,,1,8,17,5,1,2.4045
