keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.224074116,-0.227777764,1,0,0,2.6968,plus_button,1,1.5968,,,,,,,,1.1,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,2,2,7,1
,0,0.259259259,-0.25462963,1,0,0,2.446,plus_button,1,1.146,,,,,,,,1.3,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,3,3,1,1
,0,0.018518519,-0.311111097,1,0,0,2.064,square_button,1,0.964,,,,,,,,1.1,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,4,4,5,1
,0,-0.008333347,-0.260185171,1,0,0,2.2467,square_button,1,0.9467,,,,,,,,1.3,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,5,5,8,1
,0,-0.008333347,-0.260185171,1,0,0,2.1811,square_button,1,0.6811,,,,,,,,1.5,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,6,6,2,1
,0,-0.198148162,-0.229629658,1,0,0,2.6638,cross_button,1,1.1638,,,,,,,,1.5,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,7,7,6,1
,0,0.170370384,-0.27407406,1,0,0,3.2304,plus_button,1,1.7304,,,,,,,,1.5,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,0,8,8,4,1
,0,-0.243518476,-0.257407436,1,0,0,2.429,cross_button,1,1.129,,,,,,,,1.3,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,0,9,3,1
,0,0.248148176,-0.222222222,1,0,0,5.3962,plus_button,1,3.8962,,,,,,,,1.5,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,1,10,4,1
,0,0.109259288,-0.217592593,1,0,0,2.3293,square_button,1,1.0293,,,,,,,,1.3,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,2,11,8,1
,0,0.275000042,-0.273148148,1,0,0,2.9968,plus_button,1,1.6968,,,,,,,,1.3,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,3,12,1,1
,0,0.025000042,-0.258333347,1,0,0,2.1456,square_button,1,1.0456,,,,,,,,1.1,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,4,13,5,1
,0,-0.003703718,-0.258333347,1,0,0,2.4637,square_button,1,0.9637,,,,,,,,1.5,images/target_square.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,5,14,2,1
,0,0.205555598,-0.228703746,1,0,0,2.8799,plus_button,1,1.7799,,,,,,,,1.1,images/target_plus.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,6,15,7,1
,0,-0.212037051,-0.22129631,1,0,0,2.3643,cross_button,1,1.2643,,,,,,,,1.1,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,7,16,0,1
,0,-0.205555527,-0.237963005,1,0,0,2.9637,cross_button,1,1.4637,,,,,,,,1.5,images/target_cross.jpg,000,001,2023-04-27_19h12.57.375,choiceRTT,2021.2.3,Win32,30.00390051,,,,,,,,1,8,17,6,1
