keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,correctMouseResp,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,,-0.007291667,-0.2453125,1,0,0,2.4725,square_button,0.9725,,,,,,,,1.5,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,1,1,2,1
,0,,0.0109375,-0.240104167,1,0,0,1.9494,square_button,0.8494,,,,,,,,1.1,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,2,2,5,1
,0,,0.253125,-0.24375,1,0,0,2.2686,plus_button,1.1686,,,,,,,,1.1,images/target_plus.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,3,3,7,1
,0,,-0.257291667,-0.25625,1,0,0,2.2965,cross_button,0.9965,,,,,,,,1.3,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,4,4,3,1
,0,,-0.251041667,-0.263020833,1,0,0,3.8422,cross_button,2.3422,,,,,,,,1.5,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,5,5,6,1
,0,,0.260416667,-0.255208333,1,0,0,2.3304,plus_button,1.0304,,,,,,,,1.3,images/target_plus.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,6,6,1,1
,0,,-0.220833333,-0.250520833,1,0,0,2.1078,cross_button,1.0078,,,,,,,,1.1,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,7,7,0,1
,0,,-0.010416667,-0.240104167,1,0,0,2.033,square_button,0.733,,,,,,,,1.3,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,0,8,8,8,1
,0,,-0.205208333,-0.240104167,1,0,0,2.0161,cross_button,0.9161,,,,,,,,1.1,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,0,9,0,1
,0,,0.2484375,-0.2515625,1,0,0,2.2341,plus_button,0.9341,,,,,,,,1.3,images/target_plus.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,1,10,1,1
,0,,-0.225520833,-0.2265625,1,0,0,2.9817,cross_button,1.4817,,,,,,,,1.5,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,2,11,6,1
,0,,0.2453125,-0.234895833,1,0,0,2.0154,plus_button,0.9154,,,,,,,,1.1,images/target_plus.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,3,12,7,1
,0,,0.244270833,-0.233333333,1,0,0,2.4498,plus_button,0.9498,,,,,,,,1.5,images/target_plus.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,4,13,4,1
,0,,-0.0046875,-0.2390625,1,0,0,2.3495,square_button,0.8495,,,,,,,,1.5,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,5,14,2,1
,0,,-0.209375,-0.246354167,1,0,0,2.4587,cross_button,1.1587,,,,,,,,1.3,images/target_cross.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,6,15,3,1
,0,,0.015104167,-0.238541667,1,0,0,1.9646,square_button,0.8646,,,,,,,,1.1,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,7,16,5,1
,0,,0.0109375,-0.240104167,1,0,0,1.9329,square_button,0.6329,,,,,,,,1.3,images/target_square.jpg,a1,001,2022-07-06_22h19.53.297,choiceRTT,2021.2.3,Win32,59.61962678,,,,,,,1,1,8,17,8,1
