keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
v,1,,,,,,,,,0.7604,,,,,,,1.3,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.0604,,,,,,,0,1,1,8,1
b,0,,,,,,,,,0.9342,,,,,,,1.3,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.2342,,,,,,,0,2,2,3,1
c,1,,,,,,,,,0.8154,,,,,,,1.5,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.3154,,,,,,,0,3,3,6,1
v,1,,,,,,,,,0.6555,,,,,,,1.5,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.1555,,,,,,,0,4,4,2,1
v,1,,,,,,,,,0.6756,,,,,,,1.1,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,1.7756,,,,,,,0,5,5,5,1
c,1,,,,,,,,,0.8858,,,,,,,1.1,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,1.9858,,,,,,,0,6,6,0,1
b,1,,,,,,,,,0.7208,,,,,,,1.3,images/target_plus.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.0208,,,,,,,0,7,7,1,1
b,1,,,,,,,,,0.8459,,,,,,,1.5,images/target_plus.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.3459,,,,,,,0,8,8,4,1
v,1,,,,,,,,,0.725,,,,,,,1.3,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.025,,,,,,,1,0,9,8,1
c,1,,,,,,,,,2.1444,,,,,,,1.5,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,3.6444,,,,,,,1,1,10,6,1
v,1,,,,,,,,,0.7955,,,,,,,1.1,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,1.8955,,,,,,,1,2,11,5,1
c,1,,,,,,,,,0.8797,,,,,,,1.3,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.1797,,,,,,,1,3,12,3,1
b,1,,,,,,,,,0.7679,,,,,,,1.3,images/target_plus.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.0679,,,,,,,1,4,13,1,1
v,1,,,,,,,,,0.7913,,,,,,,1.5,images/target_square.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.2913,,,,,,,1,5,14,2,1
b,1,,,,,,,,,1.2142,,,,,,,1.1,images/target_plus.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.3142,,,,,,,1,6,15,7,1
b,1,,,,,,,,,0.9228,,,,,,,1.5,images/target_plus.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,2.4228,,,,,,,1,7,16,4,1
c,1,,,,,,,,,0.6892,,,,,,,1.1,images/target_cross.jpg,0719,001,2023-01-23_10h44.47.036,choiceRTT,2021.2.3,Win32,59.88023952,1.7892,,,,,,,1,8,17,0,1
