participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,moveOnKeys.rt,moveOnKeys.duration,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.9026,,,,,,,,,0.4026,,,,,,,1.5,images/target_square.jpg,,,,,,,,,0,0,0,2,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.7371,,,,,,,,,0.4371,,,,,,,1.3,images/target_square.jpg,,,,,,,,,0,1,1,8,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,0,1.6206,,,,,,,,,0.5206,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,0,2,2,7,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,b,1,1.9458,,,,,,,,,0.6458,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,0,3,3,1,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,1,2.0362,,,,,,,,,0.5362,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,0,4,4,6,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.5217,,,,,,,,,0.4217,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,0,5,5,0,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.4868,,,,,,,,,0.3868,,,,,,,1.1,images/target_square.jpg,,,,,,,,,0,6,6,5,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,0,1.7373,,,,,,,,,0.4373,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,0,7,7,3,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,0,0.1157,,,,,,,,,-1.3843,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,0,8,8,4,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,1,1.5709,,,,,,,,,0.4709,,,,,,,1.1,images/target_cross.jpg,,,,,,,,,1,0,9,0,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,b,0,1.8498,,,,,,,,,0.5498,,,,,,,1.3,images/target_square.jpg,,,,,,,,,1,1,10,8,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,1,0.0862,,,,,,,,,-1.4138,,,,,,,1.5,images/target_square.jpg,,,,,,,,,1,2,11,2,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,b,0,1.6802,,,,,,,,,0.3802,,,,,,,1.3,images/target_cross.jpg,,,,,,,,,1,3,12,3,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,0,0.1417,,,,,,,,,-1.1583,,,,,,,1.3,images/target_plus.jpg,,,,,,,,,1,4,13,1,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,b,1,1.988,,,,,,,,,0.488,,,,,,,1.5,images/target_plus.jpg,,,,,,,,,1,5,14,4,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,v,1,1.6394,,,,,,,,,0.5394,,,,,,,1.1,images/target_square.jpg,,,,,,,,,1,6,15,5,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,0,1.6292,,,,,,,,,0.5292,,,,,,,1.1,images/target_plus.jpg,,,,,,,,,1,7,16,7,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,c,1,2.1084,,,,,,,,,0.6084,,,,,,,1.5,images/target_cross.jpg,,,,,,,,,1,8,17,6,1
,001,2024-02-01_11h46.56.254,choiceRTT,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
